country,ses2,score,rank,year,survey
Russian Federation,2.0,343.5019999999946,10.0,2000,PISA
Russian Federation,2.0,347.8879999999965,11.0,2000,PISA
Russian Federation,2.0,351.03599999999625,12.0,2000,PISA
Russian Federation,2.0,354.86109999999087,13.0,2000,PISA
Russian Federation,2.0,358.00739999998996,14.0,2000,PISA
Russian Federation,2.0,362.54149999999356,15.0,2000,PISA
Russian Federation,2.0,364.8799999999901,16.0,2000,PISA
Russian Federation,2.0,368.18889999998777,17.0,2000,PISA
Russian Federation,2.0,372.65999999998894,18.0,2000,PISA
Russian Federation,2.0,376.8099999999977,19.0,2000,PISA
Russian Federation,2.0,380.51199999999085,20.0,2000,PISA
Russian Federation,2.0,384.71379999999454,21.0,2000,PISA
Russian Federation,2.0,388.94739999998916,22.0,2000,PISA
Russian Federation,2.0,392.5917999999991,23.0,2000,PISA
Russian Federation,2.0,397.3383999999956,24.0,2000,PISA
Russian Federation,2.0,401.49499999998807,25.0,2000,PISA
Russian Federation,2.0,404.60819999998847,26.0,2000,PISA
Russian Federation,2.0,408.608199999998,27.0,2000,PISA
Russian Federation,2.0,411.28239999998766,28.0,2000,PISA
Russian Federation,2.0,415.93309999998905,29.0,2000,PISA
Russian Federation,2.0,418.9899999999907,30.0,2000,PISA
Russian Federation,2.0,422.77999999999884,31.0,2000,PISA
Russian Federation,2.0,425.8299999999872,32.0,2000,PISA
Russian Federation,2.0,427.97889999999677,33.0,2000,PISA
Russian Federation,2.0,430.66999999999825,34.0,2000,PISA
Russian Federation,2.0,433.5799999999872,35.0,2000,PISA
Russian Federation,2.0,436.4743999999913,36.0,2000,PISA
Russian Federation,2.0,438.081699999992,37.0,2000,PISA
Russian Federation,2.0,441.02539999999715,38.0,2000,PISA
Russian Federation,2.0,443.2330999999926,39.0,2000,PISA
Russian Federation,2.0,445.8419999999926,40.0,2000,PISA
Russian Federation,2.0,447.80529999999345,41.0,2000,PISA
Russian Federation,2.0,450.64259999999604,42.0,2000,PISA
Russian Federation,2.0,453.3399999999965,43.0,2000,PISA
Russian Federation,2.0,455.6167999999906,44.0,2000,PISA
Russian Federation,2.0,458.71649999999283,45.0,2000,PISA
Russian Federation,2.0,460.9699999999866,46.0,2000,PISA
Russian Federation,2.0,463.0599999999977,47.0,2000,PISA
Russian Federation,2.0,465.5199999999895,48.0,2000,PISA
Russian Federation,2.0,468.679999999993,49.0,2000,PISA
Russian Federation,2.0,472.6399999999994,50.0,2000,PISA
Russian Federation,2.0,474.927799999993,51.0,2000,PISA
Russian Federation,2.0,477.4647999999911,52.0,2000,PISA
Russian Federation,2.0,480.12759999999,53.0,2000,PISA
Russian Federation,2.0,482.23199999999804,54.0,2000,PISA
Russian Federation,2.0,484.6959999999919,55.0,2000,PISA
Russian Federation,2.0,488.0187999999948,56.0,2000,PISA
Russian Federation,2.0,490.7399999999907,57.0,2000,PISA
Russian Federation,2.0,493.25,58.0,2000,PISA
Russian Federation,2.0,495.316399999993,59.0,2000,PISA
Russian Federation,2.0,496.8219999999972,60.0,2000,PISA
Russian Federation,2.0,500.6299999999901,61.0,2000,PISA
Russian Federation,2.0,502.9499999999971,62.0,2000,PISA
Russian Federation,2.0,505.23609999999087,63.0,2000,PISA
Russian Federation,2.0,508.25999999999476,64.0,2000,PISA
Russian Federation,2.0,511.284499999998,65.0,2000,PISA
Russian Federation,2.0,512.9975999999873,66.0,2000,PISA
Russian Federation,2.0,515.6621999999727,67.0,2000,PISA
Russian Federation,2.0,517.7787999999827,68.0,2000,PISA
Russian Federation,2.0,520.7299999999814,69.0,2000,PISA
Russian Federation,2.0,523.7799999999988,70.0,2000,PISA
Russian Federation,2.0,527.1699999999837,71.0,2000,PISA
Russian Federation,2.0,530.9799999999814,72.0,2000,PISA
Russian Federation,2.0,532.8870999999775,73.0,2000,PISA
Russian Federation,2.0,536.5285999999963,74.0,2000,PISA
Russian Federation,2.0,539.7724999999919,75.0,2000,PISA
Russian Federation,2.0,542.429999999993,76.0,2000,PISA
Russian Federation,2.0,546.4199999999837,77.0,2000,PISA
Russian Federation,2.0,549.6933999999968,78.0,2000,PISA
Russian Federation,2.0,553.0213999999963,79.0,2000,PISA
Russian Federation,2.0,555.443999999977,80.0,2000,PISA
Russian Federation,2.0,559.6065999999898,81.0,2000,PISA
Russian Federation,2.0,564.226799999993,82.0,2000,PISA
Russian Federation,2.0,568.4938999999841,83.0,2000,PISA
Russian Federation,2.0,572.2319999999844,84.0,2000,PISA
Russian Federation,2.0,576.2094999999724,85.0,2000,PISA
Russian Federation,2.0,579.3499999999767,86.0,2000,PISA
Russian Federation,2.0,583.7759999999831,87.0,2000,PISA
Russian Federation,2.0,586.6999999999825,88.0,2000,PISA
Russian Federation,2.0,590.1253999999876,89.0,2000,PISA
Russian Federation,2.0,595.8769999999873,90.0,2000,PISA
Russian Federation,2.0,602.9176999999935,91.0,2000,PISA
Russian Federation,2.0,609.4255999999812,92.0,2000,PISA
Russian Federation,2.0,619.2791999999906,93.0,2000,PISA
Russian Federation,2.0,627.3727999999784,94.0,2000,PISA
Russian Federation,2.0,634.7304999999878,95.0,2000,PISA
Russian Federation,2.0,642.6503999999945,96.0,2000,PISA
Russian Federation,2.0,655.679999999993,97.0,2000,PISA
Russian Federation,2.0,668.3657999999863,98.0,2000,PISA
Russian Federation,2.0,690.7898999999952,99.0,2000,PISA
Russian Federation,2.0,805.1899999999732,100.0,2000,PISA
Russian Federation,3.0,141.93999999999505,0.0,2000,PISA
Russian Federation,3.0,242.59779999999898,1.0,2000,PISA
Russian Federation,3.0,273.2477999999895,2.0,2000,PISA
Russian Federation,3.0,289.5458999999911,3.0,2000,PISA
Russian Federation,3.0,303.81519999998915,4.0,2000,PISA
Russian Federation,3.0,316.7309999999867,5.0,2000,PISA
Russian Federation,3.0,326.6605999999863,6.0,2000,PISA
Russian Federation,3.0,337.1310999999874,7.0,2000,PISA
Russian Federation,3.0,345.35359999999173,8.0,2000,PISA
Russian Federation,3.0,353.3406999999916,9.0,2000,PISA
Russian Federation,3.0,358.23599999998993,10.0,2000,PISA
Russian Federation,3.0,363.2399999999907,11.0,2000,PISA
Russian Federation,3.0,367.85999999998603,12.0,2000,PISA
Russian Federation,3.0,374.01579999999126,13.0,2000,PISA
Russian Federation,3.0,379.52999999999884,14.0,2000,PISA
Russian Federation,3.0,382.53749999998905,15.0,2000,PISA
Russian Federation,3.0,388.54999999998836,16.0,2000,PISA
Russian Federation,3.0,392.24489999999963,17.0,2000,PISA
Russian Federation,3.0,396.9399999999878,18.0,2000,PISA
Russian Federation,3.0,401.9285999999977,19.0,2000,PISA
Russian Federation,3.0,406.3419999999926,20.0,2000,PISA
Russian Federation,3.0,412.0496999999897,21.0,2000,PISA
Russian Federation,3.0,415.90999999998894,22.0,2000,PISA
Russian Federation,3.0,420.59999999999127,23.0,2000,PISA
Russian Federation,3.0,422.9899999999988,24.0,2000,PISA
Russian Federation,3.0,425.8299999999872,25.0,2000,PISA
Russian Federation,3.0,429.42899999999617,26.0,2000,PISA
Russian Federation,3.0,431.94769999998783,27.0,2000,PISA
Russian Federation,3.0,434.9899999999907,28.0,2000,PISA
Russian Federation,3.0,437.5145999999989,29.0,2000,PISA
Russian Federation,3.0,440.33899999998687,30.0,2000,PISA
Russian Federation,3.0,441.8812999999956,31.0,2000,PISA
Russian Federation,3.0,445.5,32.0,2000,PISA
Russian Federation,3.0,448.4902999999915,33.0,2000,PISA
Russian Federation,3.0,451.12339999999006,34.0,2000,PISA
Russian Federation,3.0,454.179999999993,35.0,2000,PISA
Russian Federation,3.0,456.35999999998603,36.0,2000,PISA
Russian Federation,3.0,458.84159999999406,37.0,2000,PISA
Russian Federation,3.0,462.5799999999872,38.0,2000,PISA
Russian Federation,3.0,465.6299999999901,39.0,2000,PISA
Russian Federation,3.0,468.3999999999942,40.0,2000,PISA
Russian Federation,3.0,471.72289999999134,41.0,2000,PISA
Russian Federation,3.0,475.66439999998875,42.0,2000,PISA
Russian Federation,3.0,478.4899999999907,43.0,2000,PISA
Russian Federation,3.0,481.36999999999534,44.0,2000,PISA
Russian Federation,3.0,485.1899999999878,45.0,2000,PISA
Russian Federation,3.0,488.17419999999055,46.0,2000,PISA
Russian Federation,3.0,490.03209999998944,47.0,2000,PISA
Russian Federation,3.0,492.93559999999127,48.0,2000,PISA
Russian Federation,3.0,494.54999999998836,49.0,2000,PISA
Russian Federation,3.0,497.3999999999942,50.0,2000,PISA
Russian Federation,3.0,499.8446999999862,51.0,2000,PISA
Russian Federation,3.0,502.1595999999938,52.0,2000,PISA
Russian Federation,3.0,506.47089999999724,53.0,2000,PISA
Russian Federation,3.0,509.0241999999893,54.0,2000,PISA
Russian Federation,3.0,512.0699999999779,55.0,2000,PISA
Russian Federation,3.0,513.859999999986,56.0,2000,PISA
Russian Federation,3.0,516.7648999999883,57.0,2000,PISA
Russian Federation,3.0,518.9799999999814,58.0,2000,PISA
Russian Federation,3.0,521.237599999983,59.0,2000,PISA
Russian Federation,3.0,524.743999999977,60.0,2000,PISA
Russian Federation,3.0,527.3410999999963,61.0,2000,PISA
Russian Federation,3.0,530.1125999999844,62.0,2000,PISA
Russian Federation,3.0,533.2699999999895,63.0,2000,PISA
Russian Federation,3.0,537.1307999999926,64.0,2000,PISA
Russian Federation,3.0,539.3909999999844,65.0,2000,PISA
Russian Federation,3.0,542.6023999999773,66.0,2000,PISA
Russian Federation,3.0,545.1499999999942,67.0,2000,PISA
Russian Federation,3.0,547.9763999999815,68.0,2000,PISA
Russian Federation,3.0,552.016299999976,69.0,2000,PISA
Russian Federation,3.0,555.6659999999771,70.0,2000,PISA
Russian Federation,3.0,557.9087999999928,71.0,2000,PISA
Russian Federation,3.0,560.9355999999831,72.0,2000,PISA
Russian Federation,3.0,563.2378999999908,73.0,2000,PISA
Russian Federation,3.0,566.0899999999965,74.0,2000,PISA
Russian Federation,3.0,569.9099999999744,75.0,2000,PISA
Russian Federation,3.0,572.4799999999814,76.0,2000,PISA
Russian Federation,3.0,575.5810999999885,77.0,2000,PISA
Russian Federation,3.0,578.7249999999814,78.0,2000,PISA
Russian Federation,3.0,581.0846999999925,79.0,2000,PISA
Russian Federation,3.0,583.90799999999,80.0,2000,PISA
Russian Federation,3.0,586.8999999999942,81.0,2000,PISA
Russian Federation,3.0,590.4429999999755,82.0,2000,PISA
Russian Federation,3.0,594.3386999999875,83.0,2000,PISA
Russian Federation,3.0,597.5899999999965,84.0,2000,PISA
Russian Federation,3.0,600.8699999999953,85.0,2000,PISA
Russian Federation,3.0,605.2199999999721,86.0,2000,PISA
Russian Federation,3.0,609.1199999999953,87.0,2000,PISA
Russian Federation,3.0,613.6007999999879,88.0,2000,PISA
Russian Federation,3.0,618.4199999999837,89.0,2000,PISA
Russian Federation,3.0,622.7499999999884,90.0,2000,PISA
Russian Federation,3.0,627.3292999999776,91.0,2000,PISA
Russian Federation,3.0,633.6899999999732,92.0,2000,PISA
Russian Federation,3.0,641.0638999999975,93.0,2000,PISA
Russian Federation,3.0,646.8725999999829,94.0,2000,PISA
Russian Federation,3.0,657.0519999999962,95.0,2000,PISA
Russian Federation,3.0,669.4035999999788,96.0,2000,PISA
Russian Federation,3.0,679.1808999999758,97.0,2000,PISA
Russian Federation,3.0,689.2599999999802,98.0,2000,PISA
Russian Federation,3.0,714.1916999999805,99.0,2000,PISA
Russian Federation,3.0,793.8199999999779,100.0,2000,PISA
Sweden,1.0,257.2699999999895,0.0,2000,PISA
Sweden,1.0,289.16389999998864,1.0,2000,PISA
Sweden,1.0,306.3653999999899,2.0,2000,PISA
Sweden,1.0,316.99569999999267,3.0,2000,PISA
Sweden,1.0,326.6847999999864,4.0,2000,PISA
Sweden,1.0,331.87799999999476,5.0,2000,PISA
Sweden,1.0,335.65419999999136,6.0,2000,PISA
Sweden,1.0,338.84999999999127,7.0,2000,PISA
Sweden,1.0,340.21079999998733,8.0,2000,PISA
Sweden,1.0,346.20199999998994,9.0,2000,PISA
Sweden,1.0,348.5899999999907,10.0,2000,PISA
Sweden,1.0,351.60189999998954,11.0,2000,PISA
Sweden,1.0,352.90119999999234,12.0,2000,PISA
Sweden,1.0,355.1775999999908,13.0,2000,PISA
Sweden,1.0,360.20819999999804,14.0,2000,PISA
Sweden,1.0,369.179999999993,15.0,2000,PISA
Sweden,1.0,374.12559999998894,16.0,2000,PISA
Sweden,1.0,376.0648999999878,17.0,2000,PISA
Sweden,1.0,384.1861999999863,18.0,2000,PISA
Sweden,1.0,386.1399999999994,19.0,2000,PISA
Sweden,1.0,387.81999999998953,20.0,2000,PISA
Sweden,1.0,389.8831999999941,21.0,2000,PISA
Sweden,1.0,397.0227999999869,22.0,2000,PISA
Sweden,1.0,399.9647999999908,23.0,2000,PISA
Sweden,1.0,405.9923999999906,24.0,2000,PISA
Sweden,1.0,409.1874999999927,25.0,2000,PISA
Sweden,1.0,413.3479999999903,26.0,2000,PISA
Sweden,1.0,416.4071999999941,27.0,2000,PISA
Sweden,1.0,418.9211999999936,28.0,2000,PISA
Sweden,1.0,420.5411999999915,29.0,2000,PISA
Sweden,1.0,420.94699999999136,30.0,2000,PISA
Sweden,1.0,426.05709999998885,31.0,2000,PISA
Sweden,1.0,430.16399999999146,32.0,2000,PISA
Sweden,1.0,435.4718999999957,33.0,2000,PISA
Sweden,1.0,435.97919999999493,34.0,2000,PISA
Sweden,1.0,438.12849999998946,35.0,2000,PISA
Sweden,1.0,442.13839999998686,36.0,2000,PISA
Sweden,1.0,445.24169999998946,37.0,2000,PISA
Sweden,1.0,447.25379999998785,38.0,2000,PISA
Sweden,1.0,448.508399999992,39.0,2000,PISA
Sweden,1.0,455.8079999999901,40.0,2000,PISA
Sweden,1.0,459.5044999999987,41.0,2000,PISA
Sweden,1.0,460.6301999999926,42.0,2000,PISA
Sweden,1.0,465.5540999999897,43.0,2000,PISA
Sweden,1.0,466.0675999999943,44.0,2000,PISA
Sweden,1.0,469.95149999999046,45.0,2000,PISA
Sweden,1.0,473.2713999999908,46.0,2000,PISA
Sweden,1.0,477.0559999999873,47.0,2000,PISA
Sweden,1.0,478.80279999999794,48.0,2000,PISA
Sweden,1.0,479.7054999999919,49.0,2000,PISA
Sweden,1.0,482.75999999999476,50.0,2000,PISA
Sweden,1.0,485.1391999999963,51.0,2000,PISA
Sweden,1.0,489.2051999999897,52.0,2000,PISA
Sweden,1.0,496.0883999999873,53.0,2000,PISA
Sweden,1.0,498.47519999999696,54.0,2000,PISA
Sweden,1.0,498.7089999999953,55.0,2000,PISA
Sweden,1.0,499.75519999999085,56.0,2000,PISA
Sweden,1.0,501.1543999999966,57.0,2000,PISA
Sweden,1.0,503.4021999999942,58.0,2000,PISA
Sweden,1.0,505.79999999998836,59.0,2000,PISA
Sweden,1.0,506.41799999999927,60.0,2000,PISA
Sweden,1.0,510.46609999999373,61.0,2000,PISA
Sweden,1.0,513.6161999999761,62.0,2000,PISA
Sweden,1.0,514.7366999999864,63.0,2000,PISA
Sweden,1.0,515.8287999999826,64.0,2000,PISA
Sweden,1.0,519.314499999983,65.0,2000,PISA
Sweden,1.0,522.3203999999939,66.0,2000,PISA
Sweden,1.0,524.1595999999837,67.0,2000,PISA
Sweden,1.0,525.5407999999868,68.0,2000,PISA
Sweden,1.0,526.3108999999898,69.0,2000,PISA
Sweden,1.0,527.3669999999954,70.0,2000,PISA
Sweden,1.0,528.3186999999723,71.0,2000,PISA
Sweden,1.0,533.2447999999777,72.0,2000,PISA
Sweden,1.0,534.9762999999855,73.0,2000,PISA
Sweden,1.0,536.9637999999825,74.0,2000,PISA
Sweden,1.0,539.1899999999878,75.0,2000,PISA
Sweden,1.0,540.3067999999784,76.0,2000,PISA
Sweden,1.0,544.0283999999901,77.0,2000,PISA
Sweden,1.0,546.6989999999973,78.0,2000,PISA
Sweden,1.0,547.9535999999839,79.0,2000,PISA
Sweden,1.0,552.6239999999875,80.0,2000,PISA
Sweden,1.0,556.1491999999786,81.0,2000,PISA
Sweden,1.0,557.6795999999827,82.0,2000,PISA
Sweden,1.0,563.4883999999875,83.0,2000,PISA
Sweden,1.0,565.491199999979,84.0,2000,PISA
Sweden,1.0,569.580499999992,85.0,2000,PISA
Sweden,1.0,571.429999999993,86.0,2000,PISA
Sweden,1.0,572.2340999999925,87.0,2000,PISA
Sweden,1.0,573.9487999999803,88.0,2000,PISA
Sweden,1.0,585.7504999999763,89.0,2000,PISA
Sweden,1.0,589.1189999999885,90.0,2000,PISA
Sweden,1.0,591.2313999999847,91.0,2000,PISA
Sweden,1.0,592.4687999999873,92.0,2000,PISA
Sweden,1.0,602.0041999999801,93.0,2000,PISA
Sweden,1.0,607.4483999999806,94.0,2000,PISA
Sweden,1.0,612.1229999999968,95.0,2000,PISA
Sweden,1.0,616.4219999999762,96.0,2000,PISA
Sweden,1.0,623.3804999999912,97.0,2000,PISA
Sweden,1.0,639.3991999999782,98.0,2000,PISA
Sweden,1.0,678.2896999999873,99.0,2000,PISA
Sweden,1.0,699.9399999999732,100.0,2000,PISA
Sweden,2.0,260.9699999999866,0.0,2000,PISA
Sweden,2.0,294.6869999999893,1.0,2000,PISA
Sweden,2.0,327.9099999999904,2.0,2000,PISA
Sweden,2.0,346.99899999999104,3.0,2000,PISA
Sweden,2.0,362.6239999999932,4.0,2000,PISA
Sweden,2.0,375.92749999998705,5.0,2000,PISA
Sweden,2.0,384.27199999998845,6.0,2000,PISA
Sweden,2.0,390.54999999998836,7.0,2000,PISA
Sweden,2.0,395.68599999998986,8.0,2000,PISA
Sweden,2.0,401.3744999999894,9.0,2000,PISA
Sweden,2.0,406.169999999991,10.0,2000,PISA
Sweden,2.0,409.63849999999,11.0,2000,PISA
Sweden,2.0,412.4919999999926,12.0,2000,PISA
Sweden,2.0,417.7394999999881,13.0,2000,PISA
Sweden,2.0,422.6059999999954,14.0,2000,PISA
Sweden,2.0,426.7449999999917,15.0,2000,PISA
Sweden,2.0,432.66599999999744,16.0,2000,PISA
Sweden,2.0,436.7979999999887,17.0,2000,PISA
Sweden,2.0,439.0599999999977,18.0,2000,PISA
Sweden,2.0,443.41999999999825,19.0,2000,PISA
Sweden,2.0,447.7899999999936,20.0,2000,PISA
Sweden,2.0,449.0679999999935,21.0,2000,PISA
Sweden,2.0,450.43799999999464,22.0,2000,PISA
Sweden,2.0,453.39199999999767,23.0,2000,PISA
Sweden,2.0,456.3899999999994,24.0,2000,PISA
Sweden,2.0,459.3674999999894,25.0,2000,PISA
Sweden,2.0,463.0599999999977,26.0,2000,PISA
Sweden,2.0,466.386999999993,27.0,2000,PISA
Sweden,2.0,470.1119999999908,28.0,2000,PISA
Sweden,2.0,471.7354999999909,29.0,2000,PISA
Sweden,2.0,473.2899999999936,30.0,2000,PISA
Sweden,2.0,475.7164999999972,31.0,2000,PISA
Sweden,2.0,478.1979999999923,32.0,2000,PISA
Sweden,2.0,479.89199999999107,33.0,2000,PISA
Sweden,2.0,480.77999999999884,34.0,2000,PISA
Sweden,2.0,482.4574999999968,35.0,2000,PISA
Sweden,2.0,484.62399999999036,36.0,2000,PISA
Sweden,2.0,486.4079999999892,37.0,2000,PISA
Sweden,2.0,488.4459999999963,38.0,2000,PISA
Sweden,2.0,490.29849999999135,39.0,2000,PISA
Sweden,2.0,491.7199999999866,40.0,2000,PISA
Sweden,2.0,493.5304999999971,41.0,2000,PISA
Sweden,2.0,495.4469999999943,42.0,2000,PISA
Sweden,2.0,498.36999999999534,43.0,2000,PISA
Sweden,2.0,501.65399999999795,44.0,2000,PISA
Sweden,2.0,504.3974999999882,45.0,2000,PISA
Sweden,2.0,507.75,46.0,2000,PISA
Sweden,2.0,508.9449999999895,47.0,2000,PISA
Sweden,2.0,510.5799999999872,48.0,2000,PISA
Sweden,2.0,512.1079999999856,49.0,2000,PISA
Sweden,2.0,512.8399999999965,50.0,2000,PISA
Sweden,2.0,514.4039999999935,51.0,2000,PISA
Sweden,2.0,515.2079999999842,52.0,2000,PISA
Sweden,2.0,518.3619999999806,53.0,2000,PISA
Sweden,2.0,520.4399999999965,54.0,2000,PISA
Sweden,2.0,521.6449999999895,55.0,2000,PISA
Sweden,2.0,523.5439999999886,56.0,2000,PISA
Sweden,2.0,525.4294999999809,57.0,2000,PISA
Sweden,2.0,526.807999999987,58.0,2000,PISA
Sweden,2.0,528.9824999999953,59.0,2000,PISA
Sweden,2.0,530.9799999999814,60.0,2000,PISA
Sweden,2.0,533.884499999987,61.0,2000,PISA
Sweden,2.0,535.2839999999821,62.0,2000,PISA
Sweden,2.0,537.960499999985,63.0,2000,PISA
Sweden,2.0,539.039999999979,64.0,2000,PISA
Sweden,2.0,540.9524999999849,65.0,2000,PISA
Sweden,2.0,545.917999999976,66.0,2000,PISA
Sweden,2.0,547.9499999999825,67.0,2000,PISA
Sweden,2.0,550.2519999999902,68.0,2000,PISA
Sweden,2.0,553.0959999999949,69.0,2000,PISA
Sweden,2.0,554.179999999993,70.0,2000,PISA
Sweden,2.0,556.5999999999767,71.0,2000,PISA
Sweden,2.0,558.6799999999814,72.0,2000,PISA
Sweden,2.0,561.0609999999812,73.0,2000,PISA
Sweden,2.0,563.3029999999883,74.0,2000,PISA
Sweden,2.0,568.0499999999884,75.0,2000,PISA
Sweden,2.0,570.8799999999756,76.0,2000,PISA
Sweden,2.0,573.929999999993,77.0,2000,PISA
Sweden,2.0,576.8989999999816,78.0,2000,PISA
Sweden,2.0,578.430499999992,79.0,2000,PISA
Sweden,2.0,583.3099999999977,80.0,2000,PISA
Sweden,2.0,585.3664999999761,81.0,2000,PISA
Sweden,2.0,589.0949999999895,82.0,2000,PISA
Sweden,2.0,592.1764999999926,83.0,2000,PISA
Sweden,2.0,595.3199999999895,84.0,2000,PISA
Sweden,2.0,597.3974999999919,85.0,2000,PISA
Sweden,2.0,601.0979999999894,86.0,2000,PISA
Sweden,2.0,605.2154999999723,87.0,2000,PISA
Sweden,2.0,607.4099999999744,88.0,2000,PISA
Sweden,2.0,615.1779999999723,89.0,2000,PISA
Sweden,2.0,620.4499999999825,90.0,2000,PISA
Sweden,2.0,622.5844999999782,91.0,2000,PISA
Sweden,2.0,627.183999999991,92.0,2000,PISA
Sweden,2.0,634.9644999999916,93.0,2000,PISA
Sweden,2.0,637.4339999999996,94.0,2000,PISA
Sweden,2.0,648.3124999999927,95.0,2000,PISA
Sweden,2.0,658.303999999992,96.0,2000,PISA
Sweden,2.0,667.7714999999779,97.0,2000,PISA
Sweden,2.0,692.7339999999908,98.0,2000,PISA
Sweden,2.0,715.9289999999924,99.0,2000,PISA
Sweden,2.0,777.7099999999919,100.0,2000,PISA
Sweden,3.0,167.34999999999854,0.0,2000,PISA
Sweden,3.0,263.86739999999173,1.0,2000,PISA
Sweden,3.0,290.537599999996,2.0,2000,PISA
Sweden,3.0,315.8207999999891,3.0,2000,PISA
Sweden,3.0,336.0735999999946,4.0,2000,PISA
Sweden,3.0,352.8649999999965,5.0,2000,PISA
Sweden,3.0,363.90119999999587,6.0,2000,PISA
Sweden,3.0,374.7577999999913,7.0,2000,PISA
Sweden,3.0,381.5743999999971,8.0,2000,PISA
Sweden,3.0,388.44619999999236,9.0,2000,PISA
Sweden,3.0,395.7799999999901,10.0,2000,PISA
Sweden,3.0,401.23659999999074,11.0,2000,PISA
Sweden,3.0,405.3147999999975,12.0,2000,PISA
Sweden,3.0,411.0851999999897,13.0,2000,PISA
Sweden,3.0,418.1963999999949,14.0,2000,PISA
Sweden,3.0,423.0049999999988,15.0,2000,PISA
Sweden,3.0,429.10959999999903,16.0,2000,PISA
Sweden,3.0,433.4917999999906,17.0,2000,PISA
Sweden,3.0,435.75,18.0,2000,PISA
Sweden,3.0,438.2257999999891,19.0,2000,PISA
Sweden,3.0,442.4899999999965,20.0,2000,PISA
Sweden,3.0,445.7307999999923,21.0,2000,PISA
Sweden,3.0,447.3035999999946,22.0,2000,PISA
Sweden,3.0,452.36999999999534,23.0,2000,PISA
Sweden,3.0,454.13519999999204,24.0,2000,PISA
Sweden,3.0,458.3949999999968,25.0,2000,PISA
Sweden,3.0,460.1623999999964,26.0,2000,PISA
Sweden,3.0,462.7199999999866,27.0,2000,PISA
Sweden,3.0,465.00999999999476,28.0,2000,PISA
Sweden,3.0,468.0235999999978,29.0,2000,PISA
Sweden,3.0,470.5939999999886,30.0,2000,PISA
Sweden,3.0,473.69379999999046,31.0,2000,PISA
Sweden,3.0,475.6879999999964,32.0,2000,PISA
Sweden,3.0,479.3641999999952,33.0,2000,PISA
Sweden,3.0,483.07479999999225,34.0,2000,PISA
Sweden,3.0,485.9679999999964,35.0,2000,PISA
Sweden,3.0,488.46279999999734,36.0,2000,PISA
Sweden,3.0,492.12159999999744,37.0,2000,PISA
Sweden,3.0,495.86999999999534,38.0,2000,PISA
Sweden,3.0,498.3501999999961,39.0,2000,PISA
Sweden,3.0,500.25199999999603,40.0,2000,PISA
Sweden,3.0,502.5617999999897,41.0,2000,PISA
Sweden,3.0,505.28159999999156,42.0,2000,PISA
Sweden,3.0,506.7473999999953,43.0,2000,PISA
Sweden,3.0,509.0391999999888,44.0,2000,PISA
Sweden,3.0,510.6359999999885,45.0,2000,PISA
Sweden,3.0,512.8627999999956,46.0,2000,PISA
Sweden,3.0,515.8593999999825,47.0,2000,PISA
Sweden,3.0,517.5203999999969,48.0,2000,PISA
Sweden,3.0,519.4969999999978,49.0,2000,PISA
Sweden,3.0,522.0299999999988,50.0,2000,PISA
Sweden,3.0,524.8799999999756,51.0,2000,PISA
Sweden,3.0,527.9815999999922,52.0,2000,PISA
Sweden,3.0,530.5945999999805,53.0,2000,PISA
Sweden,3.0,533.5327999999816,54.0,2000,PISA
Sweden,3.0,535.8359999999899,55.0,2000,PISA
Sweden,3.0,538.4023999999977,56.0,2000,PISA
Sweden,3.0,540.7127999999765,57.0,2000,PISA
Sweden,3.0,543.2907999999833,58.0,2000,PISA
Sweden,3.0,545.5771999999776,59.0,2000,PISA
Sweden,3.0,547.9679999999819,60.0,2000,PISA
Sweden,3.0,549.9477999999922,61.0,2000,PISA
Sweden,3.0,551.7815999999793,62.0,2000,PISA
Sweden,3.0,554.0499999999884,63.0,2000,PISA
Sweden,3.0,557.3375999999838,64.0,2000,PISA
Sweden,3.0,559.381999999992,65.0,2000,PISA
Sweden,3.0,561.0351999999792,66.0,2000,PISA
Sweden,3.0,563.8085999999882,67.0,2000,PISA
Sweden,3.0,566.2695999999798,68.0,2000,PISA
Sweden,3.0,568.0961999999867,69.0,2000,PISA
Sweden,3.0,571.2019999999786,70.0,2000,PISA
Sweden,3.0,573.7745999999775,71.0,2000,PISA
Sweden,3.0,576.1995999999729,72.0,2000,PISA
Sweden,3.0,578.6431999999908,73.0,2000,PISA
Sweden,3.0,582.2079999999877,74.0,2000,PISA
Sweden,3.0,585.3649999999761,75.0,2000,PISA
Sweden,3.0,588.0803999999829,76.0,2000,PISA
Sweden,3.0,589.9599999999919,77.0,2000,PISA
Sweden,3.0,592.2371999999846,78.0,2000,PISA
Sweden,3.0,595.2999999999884,79.0,2000,PISA
Sweden,3.0,597.5899999999965,80.0,2000,PISA
Sweden,3.0,601.4731999999914,81.0,2000,PISA
Sweden,3.0,603.7799999999988,82.0,2000,PISA
Sweden,3.0,607.7369999999908,83.0,2000,PISA
Sweden,3.0,610.6555999999936,84.0,2000,PISA
Sweden,3.0,612.9869999999734,85.0,2000,PISA
Sweden,3.0,616.7343999999844,86.0,2000,PISA
Sweden,3.0,620.4587999999843,87.0,2000,PISA
Sweden,3.0,624.5299999999988,88.0,2000,PISA
Sweden,3.0,629.538599999976,89.0,2000,PISA
Sweden,3.0,633.3719999999798,90.0,2000,PISA
Sweden,3.0,636.8161999999772,91.0,2000,PISA
Sweden,3.0,642.734399999996,92.0,2000,PISA
